student_id,study_hours,attendance_percentage,class_participation,sleep_hours,previous_grade,internet_access,extra_activities,parent_education,stress_level,grade
928,19,62,3,5.8,D,Yes,Yes,HighSchool,1,C
929,11,77,3,4.5,A,Yes,Yes,Graduate,3,D
930,13,88,5,9.1,D,No,No,PostGraduate,4,D
931,30,76,8,4.5,A,No,No,Graduate,3,C
932,18,63,0,3.0,C,No,No,HighSchool,3,D
933,0,88,4,5.6,C,Yes,Yes,HighSchool,4,C
934,17,91,3,8.5,D,Yes,No,Graduate,4,B
935,14,100,7,5.6,D,No,Yes,PostGraduate,4,C
936,28,67,2,7.9,A,Yes,No,PostGraduate,1,D
937,20,100,7,7.3,B,Yes,No,HighSchool,5,C
938,12,50,9,5.1,D,No,Yes,HighSchool,1,D
939,9,83,1,7.0,B,Yes,Yes,PostGraduate,9,A
940,24,86,4,8.6,A,Yes,No,Graduate,1,B
941,3,70,6,7.4,A,Yes,No,HighSchool,1,A
942,16,100,0,6.3,B,Yes,Yes,PostGraduate,10,D
943,4,61,6,3.0,B,Yes,No,PostGraduate,8,C
944,14,98,9,10.0,D,Yes,No,PostGraduate,7,B
945,33,85,4,6.6,B,Yes,Yes,PostGraduate,4,D
946,24,95,5,3.0,B,Yes,No,PostGraduate,8,B
947,11,98,6,7.1,A,No,Yes,Graduate,1,C
948,13,62,0,10.0,C,No,No,HighSchool,3,D
949,10,92,8,9.7,A,Yes,Yes,Graduate,1,B
950,23,100,7,5.4,C,No,Yes,HighSchool,5,A
951,14,65,2,5.8,A,No,Yes,HighSchool,2,D
952,21,99,3,5.2,A,Yes,Yes,HighSchool,4,B
953,25,80,2,6.5,B,No,No,HighSchool,5,C
954,15,91,6,5.3,C,Yes,Yes,PostGraduate,6,C
955,11,99,7,7.4,D,No,No,Graduate,6,A
956,29,66,1,10.0,D,Yes,Yes,HighSchool,2,C
957,1,68,1,8.4,D,Yes,Yes,PostGraduate,5,C
958,6,74,9,10.0,C,Yes,No,HighSchool,1,A
959,22,91,3,6.4,A,No,Yes,HighSchool,2,B
960,16,64,8,4.6,A,No,No,PostGraduate,1,A
961,28,98,5,3.6,A,Yes,Yes,PostGraduate,7,C
962,8,63,6,7.1,A,No,No,Graduate,4,A
963,7,59,4,9.0,A,Yes,Yes,PostGraduate,1,A
964,31,61,7,4.4,D,Yes,No,Graduate,2,C
965,9,97,9,10.0,B,Yes,Yes,Graduate,2,B
966,10,97,7,4.9,C,Yes,No,Graduate,5,B
967,14,100,8,5.1,D,No,Yes,HighSchool,4,D
968,0,73,3,6.0,A,No,Yes,HighSchool,6,D
969,29,73,4,4.4,A,No,Yes,PostGraduate,7,D
970,3,90,0,6.7,A,No,No,Graduate,10,C
971,18,83,8,6.4,C,Yes,No,Graduate,3,B
972,11,96,6,8.2,B,No,Yes,Graduate,4,B
973,21,71,3,6.0,A,No,No,Graduate,3,C
974,27,61,9,8.8,C,No,Yes,PostGraduate,10,C
975,15,74,4,4.4,B,Yes,Yes,HighSchool,2,B
976,18,96,0,5.0,C,No,No,PostGraduate,4,C
977,14,79,1,7.3,B,No,No,PostGraduate,1,D
978,27,70,4,4.2,D,No,No,HighSchool,5,C
979,0,67,8,5.4,D,No,Yes,Graduate,3,C
980,22,100,4,6.1,C,Yes,No,PostGraduate,5,D
981,21,65,8,6.6,A,Yes,No,HighSchool,3,B
982,1,100,2,7.4,B,No,Yes,Graduate,6,D
983,0,81,2,7.0,D,Yes,No,PostGraduate,5,D
984,0,82,5,8.2,D,Yes,No,Graduate,9,D
985,27,93,3,4.0,B,No,No,Graduate,2,B
986,21,63,7,3.1,A,No,No,Graduate,3,D
987,19,93,4,6.1,D,Yes,No,Graduate,4,C
988,23,95,5,9.2,B,No,No,PostGraduate,2,A
989,13,76,5,10.0,D,Yes,Yes,PostGraduate,7,C
990,4,72,5,5.2,A,No,No,PostGraduate,7,B
991,22,81,3,4.0,A,No,No,PostGraduate,7,A
992,23,78,1,7.3,C,Yes,No,HighSchool,6,C
993,10,100,3,7.9,D,No,Yes,PostGraduate,2,C
994,16,96,7,8.4,C,No,Yes,Graduate,7,C
995,3,97,1,6.7,B,No,No,Graduate,7,D
996,6,81,6,6.6,A,No,Yes,HighSchool,7,B
997,7,74,0,8.6,C,Yes,Yes,Graduate,9,D
998,22,51,10,6.2,B,Yes,Yes,PostGraduate,6,D
999,32,92,1,10.0,A,Yes,No,Graduate,4,C
1000,17,66,7,7.9,B,No,No,HighSchool,1,C
1001,23,77,3,7.8,A,No,Yes,Graduate,5,A
1002,12,100,4,8.3,A,No,No,Graduate,1,A
1003,9,91,9,5.2,D,No,No,HighSchool,7,C
1004,28,91,5,3.4,B,No,No,Graduate,10,C
1005,9,70,7,6.9,A,No,Yes,Graduate,4,D
1006,20,97,3,9.9,D,No,Yes,Graduate,7,D
1007,28,87,7,9.2,C,Yes,Yes,HighSchool,1,D
1008,13,75,4,5.6,D,Yes,Yes,PostGraduate,2,B
1009,30,79,9,7.5,D,No,Yes,PostGraduate,4,C
1010,17,84,4,4.4,C,Yes,No,PostGraduate,7,C
1011,16,91,1,6.4,B,No,Yes,PostGraduate,6,D
1012,23,79,7,6.5,B,Yes,No,PostGraduate,2,C
1013,30,93,0,10.0,C,Yes,No,PostGraduate,5,D
1014,0,78,3,7.5,D,Yes,No,PostGraduate,5,D
1015,5,100,3,8.1,C,Yes,Yes,HighSchool,5,B
1016,13,78,3,5.8,A,No,Yes,Graduate,2,D
1017,12,90,4,7.6,A,No,Yes,PostGraduate,10,C
1018,30,64,3,5.8,B,Yes,Yes,PostGraduate,3,C
1019,35,100,0,10.0,C,No,No,HighSchool,3,B
1020,25,100,7,7.6,D,Yes,Yes,HighSchool,1,B
1021,29,84,10,5.1,B,No,Yes,PostGraduate,3,A
1022,10,97,8,6.5,A,No,No,PostGraduate,1,D
1023,11,68,10,5.4,C,Yes,Yes,HighSchool,8,D
1024,12,78,3,3.0,C,No,No,PostGraduate,5,A
1025,23,71,8,5.8,A,Yes,No,Graduate,1,A
1026,12,100,4,5.4,C,Yes,No,Graduate,3,D
1027,28,77,0,4.1,D,No,No,Graduate,5,B
1028,18,64,5,9.0,C,No,No,HighSchool,5,D
1029,13,85,6,7.4,B,No,No,HighSchool,4,A
1030,15,65,2,8.1,A,No,Yes,Graduate,1,C
1031,9,100,4,7.5,D,No,No,Graduate,9,B
1032,7,65,10,4.3,B,No,No,HighSchool,9,D
1033,20,91,5,8.0,C,No,Yes,PostGraduate,8,C
1034,9,94,3,6.0,A,Yes,No,PostGraduate,9,D
1035,14,88,5,6.3,A,Yes,Yes,Graduate,8,B
1036,20,79,6,9.5,B,No,Yes,HighSchool,7,B
1037,20,100,8,7.9,B,No,No,PostGraduate,1,C
1038,27,80,4,8.4,D,No,No,HighSchool,2,C
1039,13,73,0,6.0,C,No,Yes,HighSchool,9,D
1040,13,78,2,9.3,B,Yes,No,HighSchool,3,C
1041,13,65,5,8.1,A,No,No,PostGraduate,4,B
1042,7,80,1,6.6,B,Yes,Yes,Graduate,2,D
1043,20,92,3,6.2,B,Yes,Yes,Graduate,3,D
1044,16,95,4,10.0,A,Yes,No,PostGraduate,5,B
1045,8,74,1,9.2,D,Yes,No,PostGraduate,8,D
1046,3,100,0,7.7,C,Yes,No,PostGraduate,3,D
1047,11,100,6,7.0,D,No,Yes,HighSchool,9,D
1048,6,86,4,6.6,C,Yes,No,PostGraduate,1,B
1049,3,92,0,8.3,A,No,No,HighSchool,3,C
1050,10,90,8,6.6,B,Yes,No,Graduate,8,D
1051,0,100,8,5.1,D,Yes,Yes,HighSchool,3,D
1052,0,100,7,8.4,A,Yes,Yes,Graduate,5,C
1053,12,68,10,5.7,D,Yes,No,HighSchool,8,C
1054,10,84,0,8.0,B,No,Yes,HighSchool,6,C
1055,12,91,3,6.1,C,No,No,Graduate,3,D
1056,21,85,0,5.3,B,No,No,PostGraduate,5,C
1057,20,63,1,6.9,A,Yes,Yes,HighSchool,1,D
1058,10,51,7,10.0,C,No,No,HighSchool,3,D
1059,14,87,3,7.8,C,No,No,PostGraduate,6,D
1060,4,63,9,5.5,C,Yes,Yes,PostGraduate,1,C
1061,28,70,6,9.8,D,No,Yes,Graduate,7,C
1062,34,50,10,10.0,A,Yes,Yes,PostGraduate,1,C
1063,13,81,5,6.2,A,No,Yes,Graduate,4,D
1064,13,93,7,5.2,B,Yes,No,Graduate,4,C
1065,7,71,1,6.9,A,No,Yes,PostGraduate,3,D
1066,11,100,5,8.3,C,No,Yes,Graduate,6,C
1067,18,84,2,5.4,B,No,Yes,Graduate,4,D
1068,10,79,4,9.2,B,No,No,PostGraduate,6,C
1069,10,75,4,8.9,A,No,Yes,Graduate,1,B
1070,19,75,4,5.1,C,No,No,HighSchool,9,C
1071,6,100,0,5.5,D,Yes,No,PostGraduate,4,D
1072,23,70,5,8.7,D,Yes,No,Graduate,1,C
1073,16,80,3,6.3,B,Yes,No,HighSchool,1,D
1074,28,69,8,9.3,B,No,No,PostGraduate,6,D
1075,17,75,9,7.6,D,No,Yes,PostGraduate,2,C
1076,20,60,1,5.5,B,Yes,Yes,HighSchool,6,B
1077,20,95,9,7.5,D,Yes,Yes,HighSchool,1,D
1078,26,80,10,6.1,D,No,No,Graduate,4,B
1079,3,72,6,9.1,A,Yes,Yes,PostGraduate,1,C
1080,23,100,6,8.1,C,No,No,HighSchool,3,A
1081,9,74,2,8.7,C,No,No,HighSchool,3,A
1082,40,64,4,6.5,B,Yes,No,PostGraduate,6,B
1083,15,84,4,8.3,B,Yes,Yes,PostGraduate,3,C
1084,34,82,3,6.1,C,No,Yes,PostGraduate,4,C
1085,5,75,4,4.9,D,No,Yes,Graduate,5,D
1086,15,99,5,5.7,D,Yes,No,Graduate,3,B
1087,17,78,10,7.0,A,No,No,Graduate,2,B
1088,5,62,6,7.2,D,Yes,Yes,PostGraduate,2,B
1089,24,77,3,6.8,D,No,No,Graduate,4,D
1090,14,86,5,7.6,A,No,Yes,Graduate,6,C
1091,29,100,6,8.9,A,No,No,HighSchool,2,B
1092,11,85,8,10.0,D,Yes,Yes,PostGraduate,5,D
1093,13,92,10,4.2,B,No,No,PostGraduate,5,C
1094,14,50,4,7.6,A,No,Yes,HighSchool,5,D
1095,16,80,6,7.9,D,Yes,Yes,PostGraduate,6,D
1096,31,100,8,8.3,A,Yes,No,Graduate,10,D
1097,35,96,5,5.1,A,Yes,Yes,Graduate,5,B
1098,18,86,7,8.3,D,Yes,Yes,Graduate,5,A
1099,28,87,3,7.7,A,Yes,Yes,HighSchool,6,C
1100,36,94,3,5.9,A,No,No,Graduate,2,C
1101,18,85,3,3.0,C,Yes,No,HighSchool,7,B
1102,29,62,7,8.3,A,No,Yes,Graduate,1,D
1103,15,78,6,3.8,D,Yes,Yes,HighSchool,6,D
1104,18,87,4,5.5,C,No,Yes,PostGraduate,10,B
1105,11,80,6,8.3,D,Yes,Yes,Graduate,2,B
1106,9,100,2,5.1,D,Yes,No,HighSchool,7,D
1107,14,74,9,8.1,D,Yes,Yes,PostGraduate,4,A
1108,31,63,2,3.8,B,Yes,Yes,Graduate,3,D
1109,19,88,6,9.3,B,Yes,No,Graduate,6,B
1110,11,72,10,10.0,A,Yes,No,PostGraduate,2,D
1111,15,88,2,7.1,B,Yes,Yes,PostGraduate,7,C
1112,21,62,8,5.4,A,No,No,PostGraduate,3,D
1113,21,76,9,7.2,B,Yes,Yes,HighSchool,2,B
1114,7,94,7,8.1,D,No,No,HighSchool,8,C
1115,21,71,7,5.6,B,Yes,Yes,HighSchool,1,D
1116,28,80,7,4.4,C,Yes,Yes,HighSchool,5,C
1117,17,89,0,7.1,B,Yes,No,HighSchool,3,C
1118,23,55,3,5.7,B,Yes,Yes,PostGraduate,1,B
1119,21,78,4,4.8,C,Yes,No,HighSchool,3,A
1120,10,97,7,7.7,C,No,No,Graduate,5,A
1121,16,50,2,5.8,B,No,Yes,PostGraduate,2,D
1122,15,50,7,8.2,D,Yes,Yes,PostGraduate,9,B
1123,13,100,9,4.1,D,No,Yes,PostGraduate,3,C
1124,6,83,4,6.3,B,No,Yes,HighSchool,6,D
1125,18,89,5,6.1,C,No,Yes,PostGraduate,4,D
1126,16,66,1,4.4,A,No,Yes,Graduate,1,B
1127,2,50,2,3.7,A,No,Yes,Graduate,1,C
1128,16,68,6,4.7,D,Yes,No,PostGraduate,6,C
1129,12,100,4,10.0,D,Yes,No,PostGraduate,9,C
1130,20,89,5,8.5,C,Yes,Yes,HighSchool,5,D
1131,22,50,6,7.5,D,Yes,No,PostGraduate,8,D
1132,16,100,8,5.0,B,No,Yes,HighSchool,4,B
1133,18,82,5,8.9,D,No,Yes,HighSchool,7,B
1134,16,69,4,7.1,D,No,No,HighSchool,1,D
1135,19,81,3,7.5,D,Yes,Yes,Graduate,7,D
1136,8,67,1,6.8,C,No,No,Graduate,7,C
1137,24,69,9,7.5,D,Yes,Yes,Graduate,1,B
1138,10,82,2,7.9,B,Yes,Yes,Graduate,5,D
1139,25,97,6,4.5,D,No,Yes,HighSchool,5,B
1140,2,71,4,8.4,C,No,Yes,HighSchool,7,B
1141,1,75,7,6.6,A,Yes,No,Graduate,6,A
1142,10,97,2,4.9,B,No,Yes,HighSchool,1,C
1143,17,87,3,8.4,A,Yes,Yes,Graduate,9,D
1144,25,84,4,7.6,C,No,Yes,PostGraduate,7,B
1145,7,84,9,6.3,A,No,Yes,HighSchool,6,D
1146,22,50,6,8.0,A,No,Yes,PostGraduate,5,B
1147,16,99,9,9.4,A,No,Yes,PostGraduate,9,D
1148,13,67,7,3.4,C,No,No,HighSchool,8,C
1149,30,80,6,10.0,A,No,Yes,HighSchool,10,C
1150,26,90,4,5.6,B,No,No,PostGraduate,5,B
1151,9,95,9,6.6,A,No,No,PostGraduate,7,D
1152,3,75,4,8.2,D,Yes,Yes,Graduate,4,D
1153,15,74,3,3.7,A,Yes,Yes,HighSchool,8,B
1154,16,77,6,10.0,C,Yes,No,Graduate,1,D
1155,24,100,2,7.3,A,Yes,Yes,HighSchool,5,B
1156,19,57,7,8.7,C,No,No,Graduate,10,C
1157,30,99,6,8.5,D,No,No,HighSchool,1,B
1158,20,76,7,8.8,A,Yes,No,PostGraduate,7,D
1159,19,87,6,5.3,A,No,Yes,PostGraduate,2,C
1160,0,95,5,9.4,D,No,No,HighSchool,5,C
1161,11,51,8,8.6,A,No,No,Graduate,5,A
1162,28,50,2,3.6,C,No,No,HighSchool,6,B
1163,19,68,1,6.6,B,No,No,HighSchool,6,C
1164,8,74,0,6.9,A,No,Yes,Graduate,6,D
1165,16,93,2,6.4,B,No,Yes,HighSchool,9,D
1166,21,86,6,4.7,D,No,No,PostGraduate,7,C
1167,9,71,4,6.6,B,No,Yes,HighSchool,1,B
1168,18,66,10,9.9,C,No,No,Graduate,8,C
1169,7,54,2,3.0,D,Yes,Yes,HighSchool,1,D
1170,7,67,8,10.0,A,No,No,HighSchool,4,C
1171,0,70,5,7.8,A,Yes,No,PostGraduate,2,C
1172,17,86,3,3.0,B,Yes,No,HighSchool,3,B
1173,15,84,8,10.0,B,Yes,Yes,Graduate,4,B
1174,21,88,1,4.2,C,Yes,No,PostGraduate,8,C
1175,6,78,5,3.0,D,No,Yes,Graduate,7,C
1176,36,83,8,8.2,A,No,Yes,PostGraduate,1,B
1177,18,99,9,4.9,C,Yes,No,HighSchool,2,A
1178,27,70,9,6.0,A,No,Yes,HighSchool,3,C
1179,25,91,6,10.0,B,Yes,Yes,HighSchool,5,C
1180,0,75,7,5.7,B,No,Yes,PostGraduate,1,A
1181,20,72,0,6.3,A,No,Yes,PostGraduate,6,C
1182,11,74,6,5.7,A,No,Yes,Graduate,4,D
1183,17,76,0,9.2,A,Yes,No,HighSchool,10,D
1184,21,90,3,10.0,D,Yes,No,HighSchool,4,A
1185,13,50,6,6.4,A,Yes,Yes,Graduate,5,B
1186,3,94,4,6.0,D,No,No,Graduate,10,C
1187,6,100,10,10.0,A,No,No,Graduate,5,A
1188,13,85,5,7.3,B,No,No,Graduate,7,D
1189,32,91,6,5.4,B,Yes,Yes,HighSchool,5,B
1190,22,90,9,7.7,A,Yes,No,HighSchool,1,A
1191,6,72,9,4.6,A,No,Yes,PostGraduate,6,B
1192,22,89,7,6.7,A,Yes,No,HighSchool,9,A
1193,21,56,4,4.8,C,Yes,Yes,Graduate,3,C
1194,29,88,5,7.2,C,Yes,Yes,PostGraduate,3,B
1195,23,76,3,7.6,B,Yes,Yes,Graduate,4,C
1196,11,88,2,8.9,C,No,Yes,HighSchool,10,D
1197,23,51,6,10.0,B,Yes,No,Graduate,5,D
1198,24,79,9,6.8,C,Yes,Yes,PostGraduate,3,B
1199,6,64,0,10.0,B,Yes,Yes,Graduate,4,C
1200,5,86,7,7.7,D,Yes,Yes,Graduate,1,D
1201,17,84,6,5.6,D,No,Yes,Graduate,2,C
1202,0,86,0,7.9,A,Yes,No,HighSchool,8,C
1203,25,87,9,6.7,B,No,No,Graduate,4,B
1204,13,55,6,6.9,D,Yes,Yes,Graduate,8,C
1205,11,93,5,7.3,D,No,No,HighSchool,7,D
1206,0,87,3,9.3,B,No,No,Graduate,1,B
1207,10,74,6,8.4,D,No,No,Graduate,2,B
1208,0,65,0,3.0,C,Yes,No,PostGraduate,6,C
1209,23,60,8,5.4,A,No,Yes,PostGraduate,3,C
1210,11,94,9,7.3,C,No,Yes,HighSchool,7,A
1211,19,69,3,10.0,A,No,No,Graduate,6,B
1212,7,57,2,6.2,D,Yes,Yes,HighSchool,5,C
1213,21,68,3,7.8,A,Yes,No,HighSchool,4,D
1214,30,96,6,7.1,D,Yes,Yes,HighSchool,2,A
1215,3,86,7,6.5,C,Yes,Yes,PostGraduate,9,B
1216,11,54,9,9.9,C,Yes,Yes,PostGraduate,5,A
1217,16,75,5,7.6,C,No,No,Graduate,7,C
1218,0,98,10,4.6,D,Yes,Yes,Graduate,6,B
1219,24,78,10,6.1,C,Yes,No,HighSchool,7,D
1220,14,82,3,6.5,D,No,No,Graduate,5,C
1221,16,64,7,7.6,D,Yes,No,Graduate,5,A
1222,23,92,4,3.1,D,Yes,Yes,HighSchool,3,D
1223,10,83,8,6.1,D,Yes,Yes,HighSchool,3,D
1224,0,60,4,6.2,C,Yes,Yes,Graduate,2,D
1225,3,67,5,4.9,B,Yes,No,PostGraduate,5,B
1226,26,90,5,3.0,C,Yes,No,PostGraduate,7,C
1227,0,86,2,7.9,D,No,No,HighSchool,8,B
1228,12,100,5,5.5,C,Yes,No,HighSchool,5,C
1229,18,86,1,4.8,D,No,Yes,PostGraduate,5,C
1230,25,100,1,8.6,C,No,Yes,HighSchool,4,C
1231,15,94,5,6.0,D,No,Yes,Graduate,2,D
1232,20,70,2,5.5,A,Yes,No,HighSchool,6,B
1233,16,76,4,3.0,D,Yes,No,Graduate,4,A
1234,0,50,9,8.4,A,Yes,No,Graduate,3,D
1235,19,85,5,8.3,B,No,Yes,PostGraduate,1,B
1236,0,71,9,4.4,C,Yes,Yes,Graduate,5,D
1237,24,65,4,7.1,C,Yes,Yes,Graduate,5,D
1238,17,94,4,7.0,D,Yes,Yes,HighSchool,5,C
1239,20,85,4,7.0,C,Yes,Yes,PostGraduate,8,D
1240,8,78,8,5.8,D,Yes,Yes,Graduate,6,B
1241,0,87,5,4.6,C,Yes,No,PostGraduate,6,B
1242,26,57,3,5.3,B,Yes,Yes,PostGraduate,9,D
1243,18,91,9,8.5,D,No,Yes,PostGraduate,5,D
1244,12,81,6,7.8,B,No,No,PostGraduate,9,D
1245,17,77,0,6.0,D,Yes,No,HighSchool,8,D
1246,17,74,9,8.8,D,Yes,No,PostGraduate,10,D
1247,16,70,9,5.5,D,No,No,HighSchool,1,C
1248,18,100,3,8.9,B,Yes,Yes,HighSchool,2,C
1249,17,74,0,7.6,B,No,Yes,HighSchool,8,D
1250,15,73,7,8.1,B,No,Yes,PostGraduate,10,D
1251,30,76,5,6.3,D,Yes,No,HighSchool,4,D
1252,26,100,7,9.8,D,No,Yes,Graduate,6,D
1253,16,81,0,4.8,C,Yes,No,Graduate,1,B
1254,22,88,5,7.3,B,Yes,Yes,Graduate,3,B
1255,23,78,0,3.6,B,Yes,No,Graduate,10,B
1256,8,64,4,8.9,B,Yes,No,PostGraduate,4,A
1257,15,85,5,7.2,C,No,No,PostGraduate,1,D
1258,24,56,1,3.0,A,Yes,Yes,PostGraduate,5,D
1259,17,71,4,8.6,B,Yes,Yes,HighSchool,3,C
1260,14,100,4,3.9,D,Yes,No,Graduate,3,C
1261,21,68,2,10.0,D,No,No,PostGraduate,1,C
1262,18,70,10,8.4,D,Yes,No,Graduate,5,C
1263,1,78,5,8.7,C,No,No,PostGraduate,3,C
1264,24,91,8,10.0,C,No,Yes,HighSchool,7,B
1265,0,100,4,9.9,D,No,No,Graduate,3,C
1266,21,64,9,8.9,B,No,Yes,HighSchool,5,B
1267,22,50,1,8.5,B,No,No,Graduate,3,B
1268,7,100,4,5.0,B,No,Yes,HighSchool,7,D
1269,30,72,4,6.1,C,No,No,Graduate,3,B
1270,25,76,3,8.5,C,Yes,Yes,Graduate,1,D
1271,28,61,3,4.2,B,No,No,HighSchool,6,B
1272,0,67,7,8.7,C,No,Yes,PostGraduate,4,D
1273,9,72,1,5.8,A,No,Yes,PostGraduate,1,D
1274,16,65,5,8.1,B,No,No,HighSchool,4,C
1275,6,50,8,7.9,A,No,Yes,Graduate,7,A
1276,19,83,4,8.4,A,No,No,Graduate,7,D
1277,21,67,2,4.7,C,Yes,No,HighSchool,6,C
1278,4,68,5,8.0,A,Yes,No,HighSchool,1,D
1279,13,63,4,6.8,A,Yes,Yes,HighSchool,5,D
1280,22,100,6,7.6,B,Yes,Yes,HighSchool,1,C
1281,1,83,1,7.3,D,Yes,Yes,PostGraduate,10,C
1282,18,71,10,8.6,C,Yes,No,PostGraduate,3,C
1283,14,73,4,7.5,B,Yes,Yes,Graduate,8,D
1284,1,87,2,9.2,D,No,Yes,PostGraduate,4,D
1285,8,69,4,5.9,D,Yes,Yes,PostGraduate,1,D
1286,20,66,9,6.9,A,No,Yes,PostGraduate,8,D
1287,13,88,6,4.4,A,No,No,PostGraduate,5,C
1288,17,100,8,3.2,C,Yes,No,PostGraduate,3,D
1289,8,83,4,9.6,A,Yes,Yes,PostGraduate,4,C
1290,4,67,4,4.7,D,No,No,PostGraduate,7,C
1291,0,98,4,4.6,C,No,No,PostGraduate,1,D
1292,15,81,6,6.2,A,Yes,No,Graduate,7,D
1293,27,61,9,5.3,C,Yes,No,HighSchool,3,D
1294,7,80,1,7.5,C,No,Yes,PostGraduate,5,B
1295,5,73,2,9.4,B,No,No,HighSchool,10,B
1296,21,83,8,5.7,D,No,Yes,PostGraduate,9,C
1297,15,81,6,5.8,A,Yes,No,HighSchool,8,C
1298,11,67,10,8.5,C,Yes,No,Graduate,5,D
1299,6,73,8,9.2,C,No,No,Graduate,4,D
1300,16,100,5,4.2,B,No,No,HighSchool,8,D
1301,14,80,6,8.7,A,Yes,Yes,Graduate,1,B
1302,23,68,1,5.9,A,No,Yes,Graduate,3,D
1303,17,94,5,8.1,D,No,Yes,Graduate,4,B
1304,0,100,5,7.2,B,No,No,PostGraduate,2,C
1305,17,63,5,8.1,C,No,Yes,Graduate,1,D
1306,14,86,7,10.0,C,Yes,No,HighSchool,6,C
1307,24,77,7,8.7,C,Yes,No,PostGraduate,6,C
1308,18,62,0,3.0,D,Yes,Yes,HighSchool,1,C
1309,0,67,6,9.6,B,Yes,Yes,Graduate,5,A
1310,20,81,1,8.8,C,No,No,PostGraduate,6,D
1311,16,82,4,7.0,A,Yes,Yes,Graduate,7,B
1312,0,100,8,7.4,B,No,Yes,PostGraduate,4,D
1313,23,84,10,10.0,A,Yes,No,Graduate,3,B
1314,5,56,8,7.1,B,Yes,Yes,Graduate,5,B
1315,5,60,2,6.5,B,No,Yes,PostGraduate,1,D
1316,0,74,4,7.0,A,No,No,HighSchool,1,B
1317,21,81,10,6.3,C,Yes,Yes,Graduate,3,A
1318,28,67,2,7.3,B,Yes,No,PostGraduate,4,A
1319,30,62,5,10.0,B,Yes,Yes,Graduate,9,A
1320,19,99,2,3.0,A,No,Yes,PostGraduate,1,B
1321,7,84,2,8.2,D,Yes,No,HighSchool,4,C
1322,25,55,0,5.7,B,Yes,No,HighSchool,3,C
1323,17,94,5,5.3,C,No,Yes,Graduate,6,B
1324,11,69,7,10.0,D,No,No,PostGraduate,5,C
1325,19,78,9,6.2,D,No,No,PostGraduate,2,D
1326,30,72,7,8.1,A,Yes,No,Graduate,1,B
1327,24,73,4,4.9,D,No,Yes,PostGraduate,5,C
1328,29,80,1,5.4,B,Yes,No,HighSchool,9,A
1329,23,83,4,6.1,C,Yes,Yes,PostGraduate,3,D
1330,26,67,5,9.2,D,No,Yes,Graduate,4,B
1331,25,93,0,5.3,A,No,Yes,PostGraduate,2,B
1332,19,72,3,5.8,A,Yes,Yes,PostGraduate,1,D
1333,2,84,1,9.6,C,No,No,Graduate,10,D
1334,11,76,1,5.0,D,No,Yes,HighSchool,2,D
1335,10,92,8,5.8,A,Yes,Yes,HighSchool,9,C
1336,19,82,3,10.0,C,Yes,No,HighSchool,7,C
1337,2,64,3,4.4,C,No,Yes,PostGraduate,10,D
1338,6,89,5,3.6,D,No,Yes,PostGraduate,9,D
1339,28,76,1,6.7,D,No,No,PostGraduate,9,C
1340,0,100,5,10.0,D,Yes,No,HighSchool,3,D
1341,9,58,4,6.3,D,No,Yes,Graduate,1,D
1342,11,79,0,7.9,D,No,Yes,Graduate,8,D
1343,18,95,10,7.7,B,Yes,Yes,Graduate,2,A
1344,16,87,3,3.2,A,No,No,HighSchool,5,B
1345,4,92,1,3.1,D,No,Yes,Graduate,4,C
1346,25,63,5,7.6,D,No,Yes,Graduate,1,A
1347,18,61,8,10.0,A,No,No,Graduate,4,A
1348,34,61,7,7.0,D,No,No,PostGraduate,7,B
1349,23,91,7,5.9,D,No,No,Graduate,3,C
1350,14,73,2,8.3,D,Yes,Yes,PostGraduate,7,D
1351,10,73,1,7.8,B,Yes,Yes,PostGraduate,1,D
1352,20,71,1,9.7,A,Yes,Yes,HighSchool,1,A
1353,1,93,5,10.0,A,No,No,Graduate,2,B
1354,11,100,0,10.0,B,Yes,No,PostGraduate,1,C
1355,19,73,5,4.2,B,Yes,No,HighSchool,5,D
1356,6,79,8,9.1,B,Yes,No,PostGraduate,8,D
1357,10,50,8,6.0,C,No,Yes,PostGraduate,9,D
1358,8,100,6,4.0,C,No,No,Graduate,4,C
1359,5,99,2,3.7,C,Yes,No,HighSchool,3,A
1360,9,93,7,9.1,B,Yes,No,Graduate,1,C
1361,18,65,5,3.0,B,No,No,PostGraduate,2,C
1362,17,85,6,6.6,D,No,Yes,HighSchool,6,C
1363,9,80,6,7.9,A,No,No,HighSchool,7,D
1364,1,71,4,5.0,C,Yes,Yes,PostGraduate,8,D
1365,0,76,1,6.9,A,Yes,Yes,Graduate,3,A
1366,17,92,4,6.8,C,Yes,No,Graduate,8,B
1367,17,86,4,10.0,B,Yes,Yes,HighSchool,4,C
1368,35,100,5,9.1,C,Yes,Yes,HighSchool,4,C
1369,0,72,0,4.5,A,Yes,Yes,Graduate,6,B
1370,11,59,7,5.7,C,No,No,Graduate,1,A
1371,11,99,6,7.5,D,Yes,No,Graduate,9,A
1372,11,73,4,3.4,A,No,Yes,PostGraduate,2,C
1373,15,91,5,5.2,C,No,Yes,PostGraduate,4,D
1374,9,79,6,5.6,B,No,No,HighSchool,2,C
1375,12,58,1,4.1,B,Yes,No,Graduate,1,B
1376,4,79,7,3.6,B,No,Yes,PostGraduate,7,B
1377,14,84,4,5.6,D,Yes,Yes,PostGraduate,1,B
1378,9,82,4,5.5,D,No,Yes,Graduate,8,D
